# sensor:g_force
# Inertial correction: sensor=g_force; operation=add; unit=1; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,gFTotal
42.333,0.309,0.930,-0.067,0.983
42.343,0.304,0.936,-0.062,0.986
42.353,0.309,0.937,-0.057,0.988
42.363,0.301,0.936,-0.058,0.985
42.373,0.296,0.933,-0.059,0.980
42.383,0.299,0.936,-0.058,0.984
42.393,0.304,0.940,-0.056,0.990
42.403,0.308,0.941,-0.057,0.992
42.413,0.310,0.941,-0.056,0.992
42.423,0.311,0.941,-0.060,0.993
42.433,0.308,0.940,-0.057,0.991
42.443,0.310,0.939,-0.056,0.990
42.453,0.313,0.939,-0.059,0.992
42.463,0.313,0.940,-0.061,0.993
42.473,0.319,0.941,-0.065,0.996
42.483,0.321,0.937,-0.064,0.992
42.493,0.317,0.938,-0.064,0.992
42.503,0.315,0.940,-0.062,0.993
42.513,0.317,0.938,-0.063,0.992
42.523,0.325,0.946,-0.061,1.002
42.533,0.326,0.947,-0.054,1.003
42.543,0.325,0.946,-0.053,1.001
42.553,0.323,0.941,-0.056,0.996
42.563,0.323,0.939,-0.067,0.995
42.573,0.323,0.944,-0.059,1.000
42.583,0.321,0.945,-0.054,0.999
42.593,0.330,0.943,-0.075,1.002
42.603,0.331,0.944,-0.074,1.003
42.613,0.321,0.939,-0.067,0.995
42.623,0.321,0.935,-0.070,0.991
42.633,0.322,0.933,-0.085,0.991
42.643,0.326,0.934,-0.076,0.992
42.653,0.324,0.931,-0.067,0.988
42.663,0.318,0.932,-0.070,0.987
42.673,0.322,0.933,-0.072,0.990
42.683,0.320,0.931,-0.076,0.987
42.693,0.318,0.928,-0.076,0.984
42.703,0.317,0.927,-0.073,0.983
42.713,0.320,0.929,-0.072,0.985
42.724,0.318,0.932,-0.073,0.987
42.733,0.326,0.941,-0.070,0.998
42.743,0.335,0.944,-0.065,1.004
42.754,0.337,0.949,-0.061,1.009
42.763,0.335,0.949,-0.062,1.008
42.773,0.331,0.947,-0.065,1.005
42.783,0.330,0.947,-0.067,1.005
42.793,0.329,0.942,-0.068,1.000
42.804,0.327,0.938,-0.070,0.996
42.814,0.325,0.935,-0.071,0.992
42.824,0.325,0.932,-0.069,0.990
42.834,0.326,0.930,-0.070,0.988
42.843,0.325,0.930,-0.069,0.988
42.853,0.323,0.929,-0.069,0.986
42.863,0.325,0.933,-0.072,0.991
42.874,0.329,0.937,-0.074,0.995
42.883,0.329,0.937,-0.078,0.996
42.893,0.329,0.938,-0.080,0.997
42.904,0.329,0.936,-0.078,0.995
42.913,0.329,0.937,-0.081,0.996
42.923,0.334,0.936,-0.081,0.997
42.934,0.336,0.940,-0.077,1.001
42.943,0.336,0.942,-0.076,1.002
42.953,0.333,0.938,-0.073,0.998
42.963,0.330,0.937,-0.073,0.996
42.973,0.329,0.933,-0.072,0.992
42.983,0.329,0.932,-0.074,0.991
42.993,0.328,0.931,-0.074,0.990
43.003,0.328,0.932,-0.070,0.990
43.013,0.329,0.934,-0.069,0.992
43.024,0.331,0.937,-0.070,0.996
43.033,0.328,0.936,-0.072,0.994
43.043,0.330,0.938,-0.074,0.997
43.054,0.330,0.938,-0.074,0.997
43.063,0.331,0.936,-0.075,0.996
43.074,0.331,0.938,-0.077,0.997
43.084,0.333,0.938,-0.074,0.998
43.093,0.335,0.937,-0.073,0.998
43.104,0.335,0.939,-0.073,0.999
43.114,0.336,0.939,-0.073,1.000
43.124,0.335,0.936,-0.073,0.997
43.134,0.335,0.938,-0.072,0.998
43.144,0.334,0.936,-0.071,0.997
43.153,0.333,0.936,-0.071,0.996
43.164,0.333,0.935,-0.071,0.995
43.174,0.333,0.936,-0.070,0.996
43.184,0.331,0.935,-0.069,0.994
43.193,0.330,0.937,-0.070,0.996
43.204,0.332,0.937,-0.067,0.997
43.214,0.333,0.937,-0.068,0.996
43.224,0.334,0.936,-0.068,0.996
43.234,0.334,0.938,-0.064,0.998
43.243,0.334,0.936,-0.062,0.995
43.254,0.331,0.935,-0.061,0.994
43.264,0.333,0.935,-0.060,0.994
43.274,0.333,0.936,-0.060,0.995
43.284,0.333,0.935,-0.060,0.995
43.293,0.334,0.936,-0.063,0.996
43.304,0.336,0.937,-0.061,0.997
43.313,0.335,0.939,-0.058,0.999
43.324,0.334,0.940,-0.053,0.999
43.334,0.334,0.938,-0.058,0.997
43.343,0.335,0.936,-0.062,0.996
43.354,0.334,0.935,-0.062,0.995
43.364,0.335,0.935,-0.061,0.995
43.374,0.334,0.934,-0.062,0.994
43.384,0.332,0.932,-0.063,0.992
43.393,0.333,0.934,-0.062,0.994
43.404,0.333,0.935,-0.059,0.994
43.414,0.332,0.937,-0.060,0.996
43.424,0.331,0.936,-0.060,0.994
43.434,0.332,0.936,-0.060,0.995
43.443,0.333,0.937,-0.059,0.996
43.454,0.333,0.937,-0.060,0.996
43.463,0.333,0.934,-0.058,0.994
43.474,0.332,0.934,-0.058,0.993
43.484,0.332,0.934,-0.055,0.993
43.493,0.331,0.936,-0.052,0.994
43.504,0.332,0.939,-0.050,0.997
43.514,0.332,0.940,-0.051,0.998
43.523,0.335,0.938,-0.052,0.997
43.534,0.339,0.938,-0.058,0.999
43.544,0.340,0.936,-0.060,0.998
43.554,0.335,0.935,-0.060,0.995
43.564,0.331,0.932,-0.059,0.991
43.574,0.330,0.935,-0.062,0.993
43.584,0.330,0.937,-0.056,0.995
43.594,0.329,0.937,-0.054,0.995
43.604,0.330,0.934,-0.056,0.992
43.614,0.330,0.933,-0.057,0.991
43.624,0.332,0.932,-0.059,0.992
43.634,0.331,0.931,-0.059,0.990
43.643,0.332,0.927,-0.058,0.986
43.654,0.329,0.927,-0.056,0.985
43.664,0.328,0.926,-0.058,0.985
43.674,0.338,0.947,-0.062,1.008
43.684,0.339,0.944,-0.063,1.005
43.694,0.335,0.940,-0.058,1.000
43.704,0.335,0.941,-0.055,1.001
43.714,0.332,0.937,-0.060,0.996
43.724,0.330,0.935,-0.057,0.993
43.734,0.330,0.934,-0.054,0.992
43.744,0.328,0.934,-0.055,0.991
43.753,0.331,0.936,-0.056,0.994
43.764,0.332,0.934,-0.060,0.993
43.774,0.331,0.935,-0.059,0.993
43.784,0.337,0.940,-0.059,1.000
43.794,0.340,0.938,-0.065,0.999
43.804,0.337,0.935,-0.070,0.997
43.814,0.333,0.933,-0.066,0.993
43.824,0.332,0.933,-0.067,0.993
43.834,0.334,0.933,-0.069,0.993
43.844,0.333,0.934,-0.068,0.994
43.854,0.333,0.936,-0.065,0.995
43.864,0.332,0.935,-0.065,0.995
43.874,0.332,0.935,-0.066,0.994
43.884,0.333,0.935,-0.066,0.995
43.894,0.335,0.935,-0.064,0.996
43.904,0.334,0.937,-0.064,0.997
43.914,0.334,0.936,-0.066,0.996
43.924,0.332,0.935,-0.066,0.994
43.934,0.332,0.936,-0.068,0.995
43.944,0.331,0.937,-0.066,0.996
43.954,0.331,0.937,-0.063,0.995
43.964,0.332,0.935,-0.066,0.995
43.974,0.330,0.935,-0.065,0.994
43.984,0.332,0.935,-0.067,0.994
43.994,0.333,0.937,-0.068,0.996
44.004,0.332,0.936,-0.068,0.995
44.014,0.332,0.935,-0.069,0.995
44.024,0.334,0.936,-0.067,0.996
44.034,0.332,0.932,-0.069,0.992
44.044,0.330,0.933,-0.071,0.992
44.054,0.329,0.934,-0.074,0.993
44.064,0.335,0.929,-0.071,0.990
44.074,0.337,0.932,-0.071,0.994
44.084,0.336,0.934,-0.071,0.995
44.094,0.333,0.935,-0.071,0.995
44.104,0.333,0.938,-0.069,0.997
44.114,0.336,0.939,-0.067,1.000
44.124,0.337,0.937,-0.065,0.998
44.134,0.335,0.937,-0.065,0.997
44.144,0.335,0.935,-0.063,0.996
44.154,0.334,0.934,-0.065,0.994
44.164,0.335,0.934,-0.066,0.994
44.174,0.335,0.934,-0.066,0.994
44.184,0.337,0.933,-0.065,0.994
44.194,0.334,0.935,-0.067,0.995
44.204,0.335,0.934,-0.066,0.995
44.214,0.334,0.935,-0.068,0.996
44.224,0.334,0.934,-0.067,0.994
44.234,0.334,0.932,-0.064,0.992
44.244,0.331,0.933,-0.064,0.993
44.254,0.333,0.940,-0.069,0.999
44.264,0.333,0.938,-0.069,0.997
44.274,0.334,0.937,-0.070,0.998
44.284,0.335,0.936,-0.070,0.997
44.294,0.337,0.932,-0.069,0.994
44.304,0.335,0.928,-0.072,0.990
44.314,0.334,0.930,-0.069,0.991
44.324,0.340,0.938,-0.068,1.000
44.334,0.341,0.931,-0.069,0.994
44.344,0.338,0.934,-0.070,0.995
44.354,0.337,0.935,-0.067,0.997
44.364,0.337,0.935,-0.064,0.996
44.374,0.336,0.935,-0.066,0.996
44.384,0.335,0.937,-0.066,0.998
44.394,0.335,0.938,-0.062,0.997
44.404,0.334,0.938,-0.063,0.998
44.414,0.334,0.935,-0.065,0.995
44.424,0.335,0.934,-0.066,0.995
44.434,0.334,0.934,-0.065,0.994
44.444,0.332,0.935,-0.065,0.995
44.454,0.334,0.934,-0.065,0.994
44.464,0.334,0.936,-0.066,0.996
44.474,0.335,0.937,-0.065,0.997
44.484,0.334,0.937,-0.066,0.997
44.494,0.334,0.936,-0.067,0.996
44.505,0.332,0.938,-0.066,0.997
44.514,0.334,0.937,-0.065,0.997
44.524,0.333,0.937,-0.064,0.996
44.535,0.333,0.936,-0.067,0.995
44.544,0.331,0.933,-0.065,0.992
44.554,0.331,0.933,-0.066,0.992
44.564,0.335,0.935,-0.067,0.995
44.574,0.331,0.934,-0.064,0.993
44.584,0.333,0.932,-0.067,0.993
44.594,0.334,0.934,-0.068,0.994
44.604,0.334,0.935,-0.067,0.995
44.614,0.334,0.935,-0.066,0.995
44.625,0.334,0.933,-0.068,0.993
44.634,0.334,0.933,-0.066,0.993
44.644,0.334,0.933,-0.066,0.993
44.655,0.334,0.935,-0.066,0.995
44.664,0.334,0.937,-0.066,0.997
44.674,0.335,0.937,-0.067,0.997
44.685,0.335,0.934,-0.067,0.995
44.694,0.333,0.935,-0.067,0.995
44.704,0.334,0.936,-0.066,0.996
44.715,0.335,0.935,-0.063,0.995
44.724,0.334,0.935,-0.064,0.995
44.734,0.332,0.936,-0.067,0.995
44.744,0.332,0.938,-0.068,0.997
44.754,0.339,0.932,-0.062,0.994
44.764,0.338,0.934,-0.067,0.996
44.775,0.337,0.931,-0.065,0.992
44.784,0.332,0.936,-0.068,0.995
44.794,0.334,0.934,-0.066,0.995
44.805,0.334,0.937,-0.067,0.997
44.814,0.338,0.936,-0.065,0.997
44.824,0.338,0.935,-0.067,0.996
44.835,0.336,0.932,-0.065,0.993
44.844,0.332,0.933,-0.069,0.993
44.854,0.332,0.934,-0.068,0.994
44.865,0.334,0.934,-0.066,0.994
44.874,0.336,0.934,-0.067,0.995
44.884,0.334,0.937,-0.069,0.997
44.894,0.334,0.937,-0.069,0.997
44.905,0.334,0.938,-0.069,0.998
44.915,0.336,0.938,-0.070,0.999
44.925,0.338,0.937,-0.070,0.998
44.935,0.337,0.933,-0.071,0.994
44.944,0.335,0.932,-0.070,0.993
44.955,0.336,0.931,-0.067,0.992
44.965,0.331,0.931,-0.065,0.990
44.975,0.331,0.933,-0.066,0.992
44.985,0.334,0.935,-0.063,0.995
44.994,0.330,0.936,-0.063,0.994
45.005,0.334,0.936,-0.063,0.996
45.014,0.333,0.937,-0.064,0.996
45.024,0.333,0.938,-0.067,0.997
45.034,0.332,0.937,-0.065,0.996
45.044,0.331,0.936,-0.065,0.995
45.055,0.329,0.935,-0.065,0.993
45.065,0.329,0.933,-0.065,0.992
45.075,0.330,0.932,-0.063,0.991
45.085,0.332,0.934,-0.063,0.993
45.094,0.332,0.936,-0.060,0.995
45.105,0.333,0.936,-0.059,0.995
45.115,0.333,0.933,-0.059,0.992
45.125,0.333,0.937,-0.059,0.996
45.135,0.330,0.942,-0.061,1.000
45.144,0.338,0.935,-0.055,0.995
45.155,0.339,0.934,-0.054,0.995
45.165,0.336,0.932,-0.057,0.992
45.175,0.335,0.933,-0.060,0.993
45.185,0.329,0.937,-0.062,0.995
45.195,0.332,0.936,-0.063,0.995
45.205,0.332,0.936,-0.062,0.995
45.215,0.335,0.934,-0.062,0.994
45.225,0.330,0.937,-0.062,0.995
45.235,0.331,0.938,-0.060,0.996
45.244,0.327,0.939,-0.063,0.997
45.255,0.331,0.936,-0.063,0.995
45.265,0.333,0.936,-0.061,0.995
45.275,0.333,0.936,-0.062,0.995
45.285,0.334,0.934,-0.060,0.994
45.294,0.334,0.937,-0.060,0.996
45.305,0.335,0.937,-0.062,0.997
45.315,0.336,0.936,-0.060,0.996
45.325,0.334,0.937,-0.064,0.997
45.335,0.331,0.938,-0.068,0.997
45.345,0.341,0.931,-0.063,0.993
45.355,0.340,0.931,-0.063,0.993
45.365,0.337,0.927,-0.060,0.988
45.375,0.333,0.931,-0.062,0.991
45.385,0.330,0.936,-0.062,0.995
45.395,0.333,0.940,-0.058,0.999
45.405,0.337,0.938,-0.055,0.998
45.415,0.335,0.939,-0.056,0.998
45.425,0.333,0.940,-0.057,0.999
45.435,0.334,0.940,-0.059,0.999
45.444,0.335,0.939,-0.062,0.999
45.455,0.336,0.937,-0.064,0.998
45.465,0.337,0.936,-0.062,0.996
45.475,0.336,0.934,-0.062,0.995
45.485,0.332,0.933,-0.063,0.993
45.495,0.332,0.934,-0.064,0.994
45.505,0.332,0.935,-0.064,0.994
45.515,0.332,0.933,-0.065,0.992
45.525,0.333,0.933,-0.069,0.993
45.534,0.335,0.931,-0.068,0.992
45.544,0.337,0.931,-0.066,0.992
45.555,0.337,0.931,-0.064,0.992
45.565,0.339,0.931,-0.063,0.993
45.575,0.335,0.932,-0.065,0.992
45.585,0.334,0.935,-0.068,0.995
45.594,0.337,0.938,-0.065,0.999
45.605,0.338,0.937,-0.066,0.998
45.615,0.336,0.938,-0.066,0.999
45.625,0.333,0.938,-0.065,0.997
45.635,0.331,0.937,-0.064,0.996
45.645,0.332,0.936,-0.065,0.995
45.655,0.331,0.934,-0.066,0.993
45.665,0.330,0.937,-0.065,0.995
45.675,0.330,0.937,-0.064,0.996
45.685,0.332,0.937,-0.064,0.996
45.695,0.334,0.937,-0.066,0.997
45.705,0.335,0.937,-0.066,0.998
45.715,0.333,0.937,-0.068,0.997
45.726,0.333,0.936,-0.068,0.996
45.735,0.333,0.934,-0.071,0.994
45.745,0.332,0.932,-0.071,0.992
45.755,0.332,0.932,-0.071,0.992
45.765,0.332,0.931,-0.072,0.991
45.776,0.333,0.931,-0.070,0.991
45.785,0.331,0.933,-0.071,0.993
45.795,0.331,0.933,-0.072,0.993
45.805,0.329,0.933,-0.073,0.992
45.815,0.329,0.932,-0.073,0.991
45.825,0.329,0.934,-0.075,0.993
45.835,0.330,0.935,-0.075,0.994
45.845,0.333,0.934,-0.076,0.994
45.855,0.334,0.935,-0.075,0.996
45.865,0.329,0.937,-0.073,0.996
45.875,0.330,0.934,-0.073,0.993
45.885,0.330,0.933,-0.074,0.993
45.895,0.330,0.932,-0.074,0.992
45.905,0.333,0.934,-0.070,0.994
45.915,0.336,0.936,-0.068,0.997
45.926,0.335,0.934,-0.066,0.994
45.935,0.335,0.936,-0.066,0.996
45.945,0.335,0.939,-0.067,0.999
45.955,0.335,0.937,-0.070,0.998
45.965,0.337,0.935,-0.072,0.996
45.976,0.337,0.935,-0.073,0.997
45.985,0.336,0.934,-0.075,0.995
45.995,0.335,0.933,-0.074,0.994
46.005,0.335,0.933,-0.070,0.994
46.015,0.334,0.935,-0.069,0.995
46.026,0.336,0.934,-0.065,0.995
46.035,0.337,0.933,-0.066,0.995
46.045,0.340,0.936,-0.066,0.998
46.055,0.340,0.938,-0.062,0.999
46.065,0.337,0.936,-0.063,0.996
46.076,0.333,0.930,-0.065,0.990
46.085,0.330,0.934,-0.067,0.993
46.095,0.334,0.934,-0.065,0.994
46.105,0.335,0.936,-0.062,0.996
46.115,0.337,0.942,-0.061,1.002
46.126,0.334,0.937,-0.060,0.997
46.135,0.331,0.933,-0.054,0.991
46.145,0.327,0.936,-0.054,0.993
46.155,0.332,0.935,-0.058,0.994
46.165,0.335,0.937,-0.071,0.997
46.175,0.344,0.930,-0.073,0.994
46.185,0.340,0.936,-0.074,0.999
46.195,0.340,0.935,-0.068,0.998
46.205,0.315,0.932,-0.054,0.986
46.215,0.312,0.931,-0.068,0.984
46.226,0.331,0.928,-0.084,0.988
46.235,0.323,0.921,-0.067,0.978
46.245,0.343,0.935,-0.081,0.999
46.255,0.351,0.925,-0.077,0.992
46.265,0.343,0.938,-0.079,1.002
46.276,0.344,0.933,-0.070,0.997
46.285,0.348,0.938,-0.072,1.003
46.295,0.348,0.935,-0.069,1.000
46.305,0.344,0.934,-0.067,0.998
46.315,0.340,0.935,-0.066,0.997
46.326,0.337,0.935,-0.062,0.996
46.335,0.338,0.935,-0.061,0.997
46.345,0.338,0.933,-0.066,0.994
46.355,0.343,0.928,-0.066,0.992
46.365,0.348,0.927,-0.072,0.993
46.376,0.348,0.931,-0.073,0.996
46.385,0.345,0.936,-0.072,1.000
46.395,0.339,0.942,-0.069,1.004
46.405,0.334,0.939,-0.064,0.999
46.415,0.331,0.937,-0.067,0.996
46.426,0.335,0.935,-0.066,0.995
46.435,0.336,0.931,-0.069,0.992
46.445,0.338,0.931,-0.073,0.993
46.455,0.340,0.932,-0.075,0.995
46.466,0.335,0.931,-0.073,0.992
46.476,0.334,0.928,-0.072,0.989
46.485,0.331,0.929,-0.073,0.989
46.495,0.328,0.921,-0.075,0.981
46.505,0.327,0.913,-0.090,0.974
46.515,0.319,0.914,-0.097,0.973
46.526,0.336,0.954,-0.068,1.014
46.535,0.374,0.970,-0.036,1.040
46.545,0.367,0.957,-0.047,1.026
46.556,0.357,0.956,-0.048,1.021
46.566,0.328,0.911,-0.097,0.973
46.576,0.320,0.890,-0.129,0.955
46.586,0.327,0.903,-0.115,0.967
46.595,0.348,0.934,-0.092,1.001
46.605,0.350,0.942,-0.073,1.007
46.616,0.343,0.958,-0.067,1.020
46.626,0.343,0.948,-0.057,1.009
46.635,0.323,0.938,-0.070,0.995
46.645,0.314,0.919,-0.081,0.975
46.655,0.314,0.921,-0.079,0.976
46.665,0.323,0.929,-0.069,0.986
46.676,0.337,0.940,-0.056,1.000
46.685,0.328,0.942,-0.055,0.999
46.695,0.318,0.931,-0.066,0.986
46.706,0.312,0.920,-0.073,0.975
46.716,0.309,0.929,-0.076,0.982
46.726,0.327,0.933,-0.062,0.991
46.736,0.348,0.945,-0.052,1.008
46.745,0.355,0.952,-0.051,1.017
46.755,0.367,0.929,-0.062,1.001
46.766,0.369,0.918,-0.074,0.992
46.776,0.349,0.927,-0.069,0.993
46.786,0.350,0.930,-0.068,0.996
46.795,0.347,0.932,-0.061,0.996
46.805,0.339,0.935,-0.059,0.996
46.816,0.336,0.933,-0.058,0.993
46.826,0.335,0.937,-0.056,0.997
46.836,0.344,0.938,-0.060,1.001
46.845,0.351,0.938,-0.074,1.004
46.856,0.298,0.931,-0.054,0.980
46.866,0.336,0.930,-0.067,0.991
46.876,0.335,0.932,-0.068,0.992
46.886,0.290,0.933,-0.047,0.978
46.895,0.336,0.932,-0.061,0.993
46.906,0.336,0.934,-0.063,0.995
46.916,0.373,0.938,-0.053,1.011
46.926,0.319,0.937,-0.062,0.992
46.936,0.331,0.929,-0.060,0.988
46.945,0.367,0.928,-0.076,1.001
46.956,0.360,0.926,-0.089,0.998
46.966,0.368,0.927,-0.092,1.002
46.976,0.359,0.930,-0.086,1.001
46.986,0.352,0.933,-0.074,1.000
46.995,0.350,0.937,-0.069,1.002
47.006,0.350,0.937,-0.066,1.003
47.016,0.346,0.936,-0.069,1.000
47.026,0.337,0.936,-0.075,0.997
47.036,0.319,0.935,-0.076,0.991
47.045,0.313,0.931,-0.072,0.985
47.056,0.320,0.931,-0.072,0.987
47.066,0.331,0.933,-0.074,0.993
47.076,0.343,0.932,-0.073,0.995
47.086,0.349,0.932,-0.077,0.998
47.095,0.354,0.930,-0.082,0.998
47.106,0.355,0.928,-0.089,0.997
47.116,0.351,0.927,-0.090,0.995
47.126,0.347,0.927,-0.092,0.994
47.136,0.345,0.928,-0.088,0.994
47.145,0.343,0.931,-0.083,0.995
47.156,0.347,0.938,-0.076,1.003
47.166,0.350,0.940,-0.069,1.006
47.176,0.352,0.938,-0.066,1.004
47.186,0.309,0.930,-0.063,0.982
47.196,0.306,0.928,-0.062,0.979
47.206,0.313,0.927,-0.068,0.981
47.216,0.325,0.931,-0.070,0.989
47.226,0.335,0.934,-0.072,0.994
47.236,0.348,0.935,-0.079,1.001
47.245,0.357,0.933,-0.087,1.003
47.256,0.357,0.926,-0.094,0.997
47.266,0.352,0.923,-0.096,0.993
47.276,0.349,0.925,-0.091,0.993
47.286,0.345,0.931,-0.082,0.996
47.295,0.345,0.935,-0.076,0.999
47.306,0.350,0.937,-0.075,1.003
47.315,0.355,0.937,-0.076,1.005
47.326,0.352,0.943,-0.071,1.009
47.336,0.330,0.938,-0.054,0.996
47.345,0.340,0.945,-0.058,1.006
47.356,0.274,0.937,-0.037,0.977
47.366,0.306,0.925,-0.064,0.976
47.376,0.327,0.923,-0.082,0.982
47.386,0.331,0.929,-0.080,0.990
47.396,0.343,0.932,-0.077,0.996
47.406,0.337,0.934,-0.084,0.996
47.416,0.348,0.927,-0.090,0.994
47.426,0.357,0.928,-0.097,0.999
47.436,0.367,0.925,-0.089,0.999
47.446,0.354,0.930,-0.079,0.998
47.456,0.338,0.932,-0.070,0.994
47.466,0.332,0.933,-0.065,0.992
47.476,0.333,0.933,-0.065,0.993
47.486,0.337,0.934,-0.064,0.995
47.496,0.333,0.939,-0.065,0.998
47.506,0.336,0.934,-0.068,0.995
47.516,0.333,0.933,-0.076,0.993
47.526,0.326,0.930,-0.074,0.988
47.536,0.320,0.933,-0.079,0.989
47.547,0.334,0.935,-0.074,0.995
47.556,0.339,0.938,-0.075,1.000
47.566,0.341,0.936,-0.081,0.999
47.576,0.344,0.932,-0.082,0.996
47.586,0.344,0.933,-0.087,0.999
47.596,0.343,0.929,-0.091,0.994
47.606,0.340,0.927,-0.093,0.991
47.616,0.335,0.926,-0.087,0.988
47.626,0.335,0.930,-0.082,0.991
47.636,0.340,0.929,-0.079,0.992
47.646,0.340,0.937,-0.080,1.000
47.656,0.341,0.940,-0.071,1.002
47.666,0.343,0.939,-0.067,1.002
47.676,0.329,0.941,-0.073,1.000
47.686,0.324,0.936,-0.068,0.992
47.696,0.313,0.923,-0.060,0.976
47.706,0.320,0.925,-0.067,0.981
47.716,0.330,0.928,-0.077,0.988
47.726,0.346,0.928,-0.083,0.994
47.736,0.354,0.931,-0.089,1.000
47.746,0.356,0.933,-0.089,1.002
47.756,0.351,0.932,-0.083,1.000
47.766,0.344,0.932,-0.082,0.997
47.776,0.337,0.933,-0.081,0.995
47.786,0.333,0.935,-0.077,0.995
47.796,0.335,0.938,-0.064,0.998
47.806,0.340,0.941,-0.062,1.002
47.816,0.344,0.945,-0.060,1.008
47.826,0.334,0.939,-0.047,0.998
47.836,0.330,0.938,-0.033,0.995
47.846,0.323,0.931,-0.040,0.987
47.856,0.320,0.929,-0.054,0.984
47.866,0.319,0.928,-0.057,0.983
47.876,0.320,0.929,-0.056,0.984
47.886,0.338,0.932,-0.062,0.993
47.897,0.354,0.936,-0.075,1.004
47.906,0.365,0.939,-0.083,1.011
47.916,0.368,0.942,-0.095,1.015
47.926,0.359,0.938,-0.109,1.010
47.936,0.350,0.928,-0.106,0.998
47.946,0.346,0.921,-0.098,0.988
47.956,0.336,0.923,-0.088,0.986
47.966,0.335,0.932,-0.077,0.994
47.976,0.346,0.953,-0.067,1.016
47.986,0.345,0.940,-0.059,1.002
47.996,0.356,0.956,-0.062,1.022
48.006,0.398,0.989,-0.083,1.069
48.016,0.419,1.014,-0.118,1.103
48.026,0.377,0.999,-0.112,1.073
48.037,0.269,0.954,-0.069,0.993
48.046,0.280,0.891,-0.044,0.935
48.056,0.217,0.846,0.004,0.874
48.067,0.251,0.856,0.013,0.892
48.076,0.338,0.903,-0.035,0.965
48.086,0.358,0.928,-0.056,0.996
48.096,0.336,0.937,-0.040,0.996
48.106,0.325,0.941,-0.021,0.995
48.116,0.326,0.936,-0.021,0.992
48.126,0.323,0.937,-0.032,0.991
48.136,0.318,0.939,-0.045,0.992
48.146,0.319,0.939,-0.047,0.993
48.156,0.320,0.939,-0.053,0.994
48.166,0.318,0.940,-0.060,0.994
48.176,0.322,0.940,-0.064,0.996
48.186,0.323,0.938,-0.059,0.994
48.196,0.325,0.937,-0.057,0.994
48.206,0.326,0.931,-0.058,0.989
48.217,0.324,0.929,-0.056,0.985
48.226,0.326,0.928,-0.055,0.985
48.236,0.342,0.939,-0.065,1.002
48.246,0.373,0.973,-0.077,1.045
48.256,0.360,0.962,-0.059,1.028
48.266,0.328,0.940,-0.050,0.997
48.276,0.311,0.928,-0.053,0.980
48.286,0.306,0.918,-0.049,0.969
48.296,0.318,0.914,-0.050,0.969
48.307,0.328,0.932,-0.054,0.990
48.316,0.335,0.942,-0.045,1.000
48.326,0.326,0.936,-0.048,0.992
48.337,0.324,0.932,-0.047,0.988
48.346,0.328,0.939,-0.046,0.996
48.356,0.320,0.937,-0.061,0.992
48.367,0.319,0.938,-0.070,0.994
48.376,0.313,0.932,-0.063,0.986
48.387,0.307,0.926,-0.055,0.977
48.396,0.304,0.923,-0.050,0.973
48.407,0.303,0.925,-0.057,0.975
48.417,0.318,0.876,-0.121,0.940
48.427,0.263,0.824,-0.133,0.875
48.437,0.093,0.917,-0.167,0.936
48.446,0.402,1.278,0.062,1.342
48.457,0.753,0.856,0.384,1.203
48.466,0.421,1.115,-0.186,1.206
48.476,0.335,0.909,-0.240,0.998
48.487,0.287,0.754,-0.220,0.836
48.496,0.256,0.946,-0.229,1.007
48.506,0.408,0.882,0.009,0.972
48.517,0.343,0.965,0.015,1.024
48.527,0.359,0.975,0.031,1.040
48.536,0.340,0.941,-0.052,1.002
48.546,0.318,0.908,-0.086,0.966
48.557,0.331,0.933,-0.029,0.990
48.567,0.335,0.955,-0.003,1.012
48.576,0.320,0.946,-0.016,0.999
48.587,0.308,0.932,-0.028,0.982
48.596,0.307,0.929,-0.037,0.979
48.607,0.297,0.927,-0.039,0.975
48.616,0.303,0.928,-0.033,0.977
48.626,0.307,0.935,-0.033,0.984
48.637,0.318,0.931,-0.045,0.985
48.646,0.324,0.933,-0.056,0.989
48.657,0.328,0.934,-0.056,0.992
48.667,0.328,0.941,-0.052,0.998
48.676,0.331,0.945,-0.049,1.002
48.687,0.331,0.944,-0.045,1.001
48.696,0.327,0.939,-0.047,0.995
48.707,0.322,0.936,-0.052,0.991
48.717,0.322,0.929,-0.052,0.985
48.726,0.324,0.930,-0.052,0.986
48.737,0.324,0.931,-0.055,0.987
48.746,0.328,0.931,-0.053,0.989
48.757,0.327,0.932,-0.056,0.989
48.767,0.328,0.931,-0.057,0.989
48.776,0.328,0.934,-0.056,0.991
48.787,0.329,0.934,-0.057,0.992
48.796,0.330,0.936,-0.054,0.994
48.807,0.330,0.937,-0.051,0.995
48.817,0.331,0.941,-0.051,0.999
48.827,0.333,0.941,-0.051,0.999
48.836,0.333,0.943,-0.050,1.001
48.846,0.332,0.946,-0.048,1.003
48.857,0.337,0.945,-0.048,1.005
48.867,0.341,0.946,-0.046,1.007
48.876,0.344,0.944,-0.045,1.006
48.887,0.343,0.945,-0.047,1.006
48.896,0.344,0.942,-0.049,1.004
48.907,0.342,0.938,-0.056,0.999
48.917,0.336,0.935,-0.070,0.995
48.926,0.329,0.932,-0.080,0.991
48.937,0.329,0.932,-0.080,0.991
48.946,0.328,0.936,-0.077,0.994
48.957,0.332,0.938,-0.071,0.997
