# sensor:g_force
# Inertial correction: sensor=g_force; operation=add; unit=1; x=0.0; y=0.0; z=0.0
time,gFx,gFy,gFz,gFTotal
35.700,0.308,0.944,-0.049,0.994
35.709,0.313,0.943,-0.055,0.995
35.720,0.313,0.944,-0.034,0.995
35.729,0.311,0.944,-0.039,0.995
35.740,0.302,0.941,-0.048,0.989
35.750,0.319,0.942,-0.047,0.996
35.759,0.313,0.943,-0.045,0.995
35.770,0.312,0.942,-0.043,0.993
35.779,0.312,0.943,-0.049,0.995
35.790,0.313,0.944,-0.042,0.995
35.800,0.316,0.945,-0.041,0.997
35.809,0.313,0.945,-0.039,0.996
35.820,0.310,0.946,-0.028,0.996
35.830,0.315,0.946,-0.032,0.998
35.840,0.317,0.946,-0.042,0.999
35.850,0.314,0.943,-0.037,0.994
35.859,0.309,0.945,-0.037,0.995
35.870,0.309,0.944,-0.031,0.994
35.880,0.313,0.944,-0.043,0.995
35.890,0.313,0.943,-0.049,0.995
35.900,0.304,0.947,-0.025,0.995
35.909,0.308,0.947,-0.030,0.996
35.920,0.300,0.948,-0.031,0.994
35.930,0.299,0.946,-0.031,0.993
35.940,0.296,0.946,-0.030,0.992
35.950,0.299,0.945,-0.030,0.992
35.959,0.302,0.948,-0.025,0.995
35.970,0.304,0.949,-0.019,0.997
35.980,0.307,0.948,-0.021,0.996
35.990,0.308,0.946,-0.027,0.995
36.000,0.307,0.943,-0.026,0.992
36.009,0.306,0.944,-0.033,0.993
36.020,0.309,0.944,-0.037,0.994
36.030,0.308,0.945,-0.033,0.995
36.040,0.310,0.944,-0.033,0.994
36.050,0.310,0.942,-0.034,0.993
36.059,0.308,0.943,-0.034,0.992
36.070,0.305,0.944,-0.035,0.993
36.080,0.307,0.946,-0.036,0.996
36.090,0.308,0.948,-0.038,0.998
36.100,0.311,0.949,-0.036,1.000
36.109,0.313,0.948,-0.034,0.998
36.120,0.311,0.945,-0.032,0.996
36.130,0.310,0.943,-0.030,0.993
36.140,0.306,0.941,-0.035,0.990
36.150,0.305,0.942,-0.035,0.991
36.160,0.307,0.944,-0.033,0.993
36.170,0.309,0.942,-0.031,0.992
36.180,0.310,0.944,-0.032,0.995
36.191,0.312,0.944,-0.030,0.995
36.200,0.309,0.949,-0.026,0.998
36.209,0.310,0.949,-0.023,0.999
36.220,0.310,0.948,-0.023,0.997
36.230,0.309,0.948,-0.024,0.997
36.240,0.308,0.945,-0.021,0.994
36.250,0.308,0.943,-0.023,0.993
36.259,0.310,0.942,-0.026,0.992
36.270,0.307,0.944,-0.027,0.993
36.280,0.308,0.944,-0.024,0.993
36.290,0.309,0.945,-0.023,0.995
36.300,0.308,0.945,-0.025,0.995
36.310,0.309,0.944,-0.025,0.993
36.320,0.309,0.944,-0.024,0.993
36.330,0.309,0.944,-0.023,0.994
36.340,0.308,0.946,-0.023,0.996
36.350,0.311,0.945,-0.022,0.996
36.359,0.311,0.941,-0.023,0.991
36.370,0.315,0.947,-0.022,0.998
36.380,0.311,0.944,-0.027,0.994
36.391,0.311,0.943,-0.026,0.994
36.400,0.311,0.945,-0.023,0.996
36.410,0.312,0.946,-0.021,0.997
36.420,0.311,0.949,-0.020,0.999
36.430,0.312,0.947,-0.021,0.998
36.440,0.312,0.946,-0.021,0.997
36.450,0.313,0.945,-0.021,0.996
36.460,0.313,0.947,-0.019,0.997
36.470,0.312,0.946,-0.018,0.996
36.480,0.312,0.945,-0.020,0.996
36.491,0.313,0.947,-0.021,0.997
36.500,0.312,0.946,-0.020,0.997
36.510,0.312,0.945,-0.022,0.995
36.520,0.312,0.946,-0.022,0.997
36.530,0.311,0.949,-0.023,0.999
36.540,0.312,0.948,-0.023,0.999
36.550,0.313,0.946,-0.023,0.997
36.560,0.313,0.945,-0.025,0.996
36.570,0.313,0.943,-0.026,0.994
36.580,0.311,0.945,-0.026,0.995
36.591,0.311,0.945,-0.025,0.995
36.600,0.312,0.944,-0.025,0.995
36.610,0.311,0.945,-0.024,0.995
36.620,0.311,0.946,-0.023,0.996
36.630,0.311,0.946,-0.024,0.996
36.641,0.309,0.946,-0.023,0.996
36.650,0.308,0.945,-0.023,0.994
36.660,0.309,0.945,-0.022,0.994
36.670,0.309,0.945,-0.021,0.994
36.680,0.310,0.946,-0.018,0.995
36.690,0.311,0.948,-0.021,0.998
36.700,0.311,0.948,-0.024,0.998
36.710,0.314,0.945,-0.040,0.996
36.720,0.309,0.942,-0.036,0.992
36.730,0.310,0.944,-0.034,0.995
36.740,0.309,0.946,-0.029,0.996
36.750,0.309,0.946,-0.031,0.996
36.760,0.311,0.943,-0.042,0.994
36.770,0.311,0.943,-0.041,0.994
36.780,0.311,0.945,-0.038,0.996
36.791,0.310,0.946,-0.028,0.996
36.800,0.314,0.946,-0.028,0.997
36.810,0.312,0.945,-0.028,0.995
36.820,0.314,0.943,-0.036,0.995
36.830,0.311,0.942,-0.033,0.993
36.841,0.312,0.943,-0.038,0.994
36.850,0.311,0.946,-0.034,0.997
36.860,0.313,0.948,-0.030,0.999
36.870,0.307,0.947,-0.033,0.996
36.880,0.307,0.946,-0.036,0.995
36.890,0.310,0.948,-0.027,0.998
36.900,0.308,0.947,-0.019,0.997
36.910,0.312,0.942,-0.051,0.994
36.920,0.310,0.940,-0.042,0.991
36.930,0.308,0.939,-0.060,0.990
36.941,0.313,0.945,-0.044,0.996
36.950,0.308,0.950,0.000,0.999
36.960,0.308,0.949,-0.018,0.998
36.970,0.312,0.944,-0.047,0.996
36.980,0.309,0.944,-0.041,0.994
36.991,0.308,0.942,-0.039,0.992
37.000,0.310,0.943,-0.041,0.994
37.010,0.310,0.943,-0.043,0.994
37.020,0.312,0.942,-0.046,0.994
37.030,0.310,0.942,-0.049,0.993
37.041,0.312,0.943,-0.048,0.994
37.050,0.310,0.945,-0.048,0.995
37.060,0.312,0.944,-0.048,0.996
37.070,0.313,0.944,-0.048,0.996
37.080,0.316,0.944,-0.049,0.996
37.091,0.314,0.943,-0.051,0.995
37.100,0.312,0.944,-0.049,0.995
37.110,0.311,0.943,-0.048,0.994
37.120,0.310,0.944,-0.047,0.995
37.130,0.310,0.945,-0.046,0.996
37.141,0.308,0.944,-0.047,0.994
37.150,0.309,0.942,-0.049,0.993
37.160,0.309,0.942,-0.049,0.993
37.170,0.311,0.942,-0.049,0.993
37.180,0.310,0.943,-0.048,0.994
37.191,0.311,0.943,-0.046,0.994
37.200,0.311,0.943,-0.045,0.994
37.210,0.312,0.944,-0.045,0.995
37.221,0.312,0.945,-0.043,0.996
37.230,0.312,0.945,-0.043,0.996
37.241,0.311,0.946,-0.043,0.997
37.251,0.310,0.948,-0.039,0.998
37.260,0.311,0.950,-0.038,1.001
37.270,0.316,0.949,-0.034,1.001
37.281,0.314,0.947,-0.035,0.998
37.291,0.308,0.944,-0.037,0.993
37.300,0.303,0.942,-0.039,0.990
37.310,0.298,0.941,-0.043,0.988
37.320,0.305,0.951,-0.041,1.000
37.330,0.320,0.938,-0.051,0.992
37.341,0.321,0.938,-0.056,0.993
37.350,0.298,0.952,-0.048,0.999
37.360,0.297,0.947,-0.045,0.993
37.371,0.301,0.939,-0.048,0.987
37.380,0.311,0.935,-0.057,0.987
37.391,0.321,0.938,-0.059,0.993
37.401,0.321,0.943,-0.058,0.998
37.410,0.318,0.945,-0.051,0.998
37.420,0.316,0.947,-0.051,0.999
37.431,0.316,0.944,-0.053,0.997
37.441,0.317,0.942,-0.055,0.996
37.450,0.315,0.941,-0.056,0.994
37.460,0.312,0.944,-0.056,0.995
37.470,0.312,0.946,-0.051,0.997
37.481,0.317,0.946,-0.048,0.999
37.491,0.315,0.948,-0.046,1.000
37.501,0.314,0.947,-0.043,0.998
37.510,0.308,0.943,-0.049,0.994
37.520,0.312,0.941,-0.048,0.992
37.530,0.311,0.942,-0.046,0.994
37.541,0.314,0.945,-0.044,0.997
37.551,0.312,0.946,-0.046,0.997
37.560,0.309,0.942,-0.049,0.993
37.571,0.309,0.938,-0.050,0.989
37.581,0.309,0.941,-0.048,0.991
37.591,0.310,0.942,-0.049,0.993
37.601,0.311,0.945,-0.048,0.997
37.611,0.310,0.946,-0.047,0.997
37.621,0.311,0.946,-0.046,0.997
37.631,0.311,0.943,-0.045,0.994
37.641,0.308,0.942,-0.044,0.992
37.651,0.309,0.941,-0.045,0.992
37.660,0.308,0.945,-0.043,0.995
37.671,0.313,0.946,-0.042,0.997
37.681,0.312,0.946,-0.045,0.997
37.691,0.311,0.944,-0.043,0.995
37.701,0.311,0.943,-0.046,0.994
37.710,0.312,0.942,-0.044,0.993
37.721,0.312,0.944,-0.043,0.995
37.731,0.313,0.943,-0.041,0.994
37.741,0.315,0.945,-0.042,0.997
37.751,0.314,0.944,-0.047,0.996
37.760,0.314,0.943,-0.048,0.995
37.771,0.313,0.942,-0.048,0.994
37.781,0.311,0.943,-0.046,0.995
37.791,0.313,0.945,-0.044,0.996
37.801,0.314,0.945,-0.040,0.997
37.810,0.313,0.944,-0.043,0.995
37.821,0.314,0.945,-0.045,0.997
37.831,0.318,0.948,-0.046,1.001
37.841,0.315,0.944,-0.049,0.997
37.851,0.313,0.942,-0.049,0.994
37.860,0.311,0.942,-0.051,0.994
37.871,0.313,0.943,-0.046,0.995
37.881,0.315,0.948,-0.039,0.999
37.891,0.315,0.945,-0.042,0.997
37.901,0.316,0.942,-0.046,0.994
37.911,0.315,0.941,-0.048,0.993
37.921,0.315,0.942,-0.043,0.994
37.931,0.315,0.943,-0.040,0.995
37.941,0.316,0.944,-0.044,0.996
37.951,0.317,0.944,-0.042,0.997
37.960,0.313,0.944,-0.046,0.995
37.971,0.312,0.943,-0.050,0.994
37.981,0.311,0.944,-0.051,0.995
37.991,0.319,0.943,-0.044,0.996
38.001,0.313,0.944,-0.053,0.996
38.011,0.312,0.945,-0.041,0.996
38.021,0.315,0.944,-0.052,0.996
38.031,0.318,0.942,-0.052,0.996
38.041,0.307,0.941,-0.050,0.991
38.051,0.317,0.940,-0.051,0.993
38.061,0.313,0.941,-0.051,0.993
38.071,0.313,0.944,-0.045,0.996
38.081,0.312,0.945,-0.046,0.996
38.091,0.312,0.945,-0.043,0.996
38.101,0.313,0.946,-0.040,0.997
38.110,0.310,0.946,-0.040,0.997
38.121,0.311,0.946,-0.037,0.996
38.131,0.308,0.946,-0.036,0.995
38.141,0.311,0.946,-0.036,0.996
38.151,0.310,0.947,-0.035,0.997
38.160,0.310,0.945,-0.035,0.995
38.171,0.310,0.942,-0.038,0.993
38.181,0.309,0.943,-0.037,0.993
38.191,0.310,0.943,-0.039,0.994
38.201,0.311,0.944,-0.042,0.995
38.210,0.310,0.944,-0.042,0.995
38.221,0.311,0.946,-0.044,0.997
38.231,0.307,0.944,-0.047,0.994
38.241,0.307,0.945,-0.044,0.995
38.251,0.310,0.944,-0.049,0.995
38.261,0.311,0.943,-0.049,0.994
38.271,0.309,0.943,-0.053,0.993
38.281,0.312,0.941,-0.051,0.993
38.291,0.308,0.944,-0.048,0.994
38.301,0.310,0.941,-0.053,0.993
38.311,0.310,0.942,-0.050,0.993
38.321,0.310,0.943,-0.052,0.994
38.331,0.311,0.943,-0.047,0.995
38.341,0.311,0.944,-0.051,0.995
38.351,0.312,0.943,-0.052,0.995
38.361,0.314,0.944,-0.050,0.996
38.371,0.314,0.942,-0.046,0.994
38.381,0.313,0.939,-0.046,0.991
38.391,0.313,0.941,-0.048,0.993
38.401,0.313,0.943,-0.048,0.995
38.411,0.313,0.943,-0.050,0.995
38.421,0.315,0.942,-0.051,0.995
38.431,0.314,0.943,-0.050,0.995
38.441,0.314,0.944,-0.049,0.996
38.451,0.314,0.943,-0.049,0.995
38.461,0.314,0.946,-0.049,0.998
38.471,0.313,0.947,-0.049,0.998
38.481,0.313,0.943,-0.050,0.995
38.491,0.312,0.942,-0.051,0.993
38.501,0.314,0.940,-0.050,0.992
38.511,0.316,0.941,-0.048,0.994
38.521,0.318,0.941,-0.048,0.995
38.531,0.318,0.941,-0.048,0.994
38.541,0.315,0.942,-0.049,0.995
38.551,0.314,0.942,-0.049,0.994
38.561,0.312,0.945,-0.051,0.997
38.571,0.310,0.947,-0.052,0.998
38.581,0.309,0.948,-0.051,0.999
38.591,0.309,0.948,-0.049,0.998
38.601,0.310,0.945,-0.049,0.996
38.611,0.309,0.944,-0.050,0.994
38.621,0.310,0.943,-0.049,0.994
38.631,0.311,0.944,-0.049,0.995
38.641,0.311,0.941,-0.049,0.992
38.651,0.308,0.944,-0.049,0.994
38.662,0.316,0.940,-0.042,0.993
38.671,0.311,0.946,-0.043,0.996
38.681,0.311,0.945,-0.040,0.996
38.691,0.304,0.946,-0.048,0.995
38.701,0.305,0.944,-0.049,0.993
38.711,0.307,0.946,-0.048,0.996
38.721,0.310,0.948,-0.047,0.999
38.731,0.312,0.950,-0.047,1.001
38.741,0.313,0.947,-0.046,0.998
38.751,0.312,0.942,-0.046,0.994
38.761,0.310,0.942,-0.046,0.992
38.771,0.313,0.941,-0.045,0.993
38.781,0.314,0.944,-0.042,0.996
38.791,0.313,0.945,-0.043,0.996
38.801,0.314,0.944,-0.045,0.996
38.811,0.313,0.943,-0.046,0.994
38.821,0.312,0.944,-0.046,0.995
38.831,0.313,0.944,-0.044,0.995
38.841,0.314,0.943,-0.046,0.995
38.851,0.314,0.943,-0.048,0.995
38.861,0.313,0.942,-0.049,0.994
38.871,0.314,0.941,-0.049,0.993
38.881,0.313,0.942,-0.050,0.994
38.891,0.316,0.943,-0.051,0.996
38.901,0.315,0.943,-0.052,0.996
38.911,0.313,0.942,-0.051,0.994
38.921,0.310,0.943,-0.051,0.994
38.931,0.311,0.942,-0.050,0.993
38.941,0.313,0.942,-0.050,0.994
38.951,0.313,0.942,-0.050,0.994
38.961,0.313,0.942,-0.049,0.994
38.971,0.312,0.942,-0.052,0.994
38.981,0.314,0.942,-0.052,0.994
38.991,0.315,0.942,-0.053,0.995
39.001,0.317,0.941,-0.051,0.994
39.012,0.314,0.941,-0.049,0.993
39.021,0.315,0.941,-0.046,0.994
39.031,0.314,0.942,-0.047,0.994
39.041,0.313,0.944,-0.044,0.995
39.051,0.313,0.943,-0.042,0.995
39.061,0.312,0.943,-0.046,0.994
39.071,0.313,0.943,-0.044,0.995
39.081,0.311,0.945,-0.042,0.996
39.091,0.307,0.944,-0.047,0.993
39.101,0.315,0.940,-0.041,0.992
39.111,0.307,0.946,-0.053,0.996
39.122,0.316,0.941,-0.058,0.995
39.131,0.317,0.943,-0.057,0.996
39.141,0.313,0.942,-0.056,0.994
39.151,0.311,0.941,-0.049,0.993
39.161,0.312,0.944,-0.049,0.995
39.171,0.314,0.945,-0.053,0.997
39.182,0.314,0.946,-0.052,0.998
39.191,0.314,0.943,-0.057,0.996
39.201,0.309,0.941,-0.060,0.992
39.211,0.309,0.939,-0.062,0.991
39.221,0.313,0.938,-0.076,0.992
39.231,0.306,0.953,-0.081,1.004
39.241,0.327,0.932,-0.047,0.989
39.251,0.311,0.938,-0.061,0.990
39.261,0.304,0.963,-0.073,1.012
39.272,0.337,0.926,-0.046,0.987
39.281,0.303,0.949,-0.067,0.998
39.291,0.314,0.940,-0.055,0.993
39.302,0.300,0.936,-0.064,0.985
39.312,0.313,0.933,-0.050,0.985
39.321,0.306,0.943,-0.035,0.992
39.332,0.314,0.951,-0.049,1.003
39.341,0.322,0.947,-0.047,1.001
39.351,0.306,0.940,-0.041,0.990
39.361,0.327,0.944,-0.053,1.000
39.372,0.307,0.939,-0.047,0.989
39.381,0.306,0.937,-0.052,0.987
39.391,0.314,0.924,-0.051,0.977
39.401,0.307,0.946,-0.043,0.995
39.412,0.322,0.948,-0.050,1.002
39.421,0.315,0.936,-0.040,0.988
39.431,0.319,0.938,-0.041,0.991
39.441,0.322,0.945,-0.044,0.999
39.451,0.320,0.938,-0.031,0.992
39.461,0.332,0.945,-0.054,1.003
39.471,0.323,0.939,-0.042,0.994
39.482,0.306,0.929,-0.019,0.979
39.491,0.321,0.939,-0.052,0.994
39.502,0.319,0.940,-0.054,0.994
39.511,0.322,0.926,-0.049,0.982
39.521,0.309,0.933,-0.028,0.983
39.532,0.330,0.943,-0.088,1.003
39.541,0.320,0.930,-0.063,0.986
39.552,0.318,0.937,-0.032,0.990
39.561,0.322,0.934,-0.078,0.991
39.572,0.308,0.923,-0.112,0.979
39.582,0.273,0.920,-0.106,0.965
39.591,0.348,0.961,-0.066,1.024
39.602,0.414,0.949,0.001,1.035
39.611,0.313,0.957,-0.095,1.012
39.622,0.278,0.901,-0.124,0.951
39.632,0.262,0.904,-0.183,0.959
39.641,0.293,0.919,-0.156,0.977
39.652,0.365,0.932,-0.124,1.009
39.661,0.370,0.944,-0.116,1.021
39.672,0.327,0.935,-0.127,0.999
39.682,0.324,0.897,-0.129,0.962
39.692,0.260,0.982,-0.125,1.023
39.702,0.298,0.968,-0.129,1.021
39.711,0.327,0.939,-0.124,1.002
39.722,0.306,0.951,-0.150,1.011
39.732,0.303,0.933,-0.160,0.994
39.741,0.296,0.930,-0.162,0.989
39.752,0.301,0.911,-0.165,0.973
39.761,0.290,0.923,-0.187,0.985
39.772,0.310,0.957,-0.133,1.015
39.782,0.338,0.956,-0.092,1.018
39.791,0.309,0.955,-0.136,1.013
39.802,0.296,0.940,-0.177,1.001
39.811,0.296,0.924,-0.216,0.994
39.822,0.291,0.926,-0.218,0.995
39.832,0.310,0.915,-0.198,0.986
39.841,0.304,0.929,-0.178,0.993
39.852,0.296,0.936,-0.165,0.996
39.862,0.292,0.939,-0.172,0.998
39.872,0.290,0.939,-0.179,0.999
39.882,0.299,0.913,-0.186,0.978
39.891,0.294,0.934,-0.194,0.999
39.902,0.301,0.939,-0.188,1.004
39.911,0.307,0.944,-0.184,1.009
39.922,0.306,0.940,-0.180,1.005
39.932,0.304,0.941,-0.184,1.006
39.941,0.300,0.931,-0.187,0.996
39.952,0.303,0.933,-0.187,0.999
39.961,0.303,0.934,-0.190,1.001
39.972,0.304,0.934,-0.186,1.000
39.982,0.299,0.934,-0.186,0.998
39.991,0.296,0.931,-0.188,0.995
40.002,0.298,0.932,-0.186,0.995
40.012,0.299,0.933,-0.187,0.997
40.022,0.302,0.932,-0.188,0.998
40.032,0.302,0.932,-0.189,0.998
40.041,0.300,0.929,-0.189,0.995
40.052,0.301,0.926,-0.190,0.992
40.062,0.301,0.927,-0.188,0.992
40.072,0.300,0.925,-0.188,0.990
40.082,0.302,0.927,-0.188,0.993
40.092,0.302,0.928,-0.186,0.993
40.102,0.301,0.929,-0.187,0.994
40.111,0.303,0.929,-0.186,0.995
40.122,0.302,0.927,-0.188,0.993
40.132,0.304,0.928,-0.189,0.995
40.141,0.304,0.930,-0.190,0.997
40.152,0.305,0.929,-0.189,0.996
40.162,0.306,0.928,-0.193,0.996
40.172,0.309,0.928,-0.190,0.996
40.182,0.310,0.928,-0.188,0.997
40.192,0.309,0.928,-0.189,0.996
40.202,0.306,0.926,-0.189,0.993
40.212,0.306,0.924,-0.191,0.992
40.222,0.306,0.923,-0.190,0.991
40.232,0.308,0.926,-0.185,0.993
40.242,0.309,0.929,-0.184,0.996
40.252,0.308,0.930,-0.183,0.996
40.262,0.306,0.928,-0.185,0.994
40.272,0.305,0.927,-0.186,0.993
40.283,0.307,0.927,-0.185,0.994
40.292,0.309,0.928,-0.183,0.995
40.302,0.308,0.930,-0.183,0.996
40.312,0.306,0.928,-0.185,0.994
40.322,0.305,0.927,-0.188,0.994
40.332,0.304,0.926,-0.188,0.993
40.342,0.304,0.927,-0.188,0.993
40.352,0.303,0.926,-0.188,0.993
40.362,0.302,0.928,-0.188,0.994
40.372,0.303,0.928,-0.187,0.994
40.382,0.305,0.928,-0.185,0.995
40.392,0.306,0.929,-0.186,0.996
40.402,0.307,0.929,-0.185,0.996
40.412,0.307,0.930,-0.183,0.997
40.422,0.306,0.930,-0.181,0.996
40.432,0.307,0.930,-0.179,0.995
40.442,0.306,0.931,-0.179,0.996
40.452,0.307,0.933,-0.177,0.998
40.462,0.306,0.933,-0.176,0.998
40.472,0.304,0.932,-0.179,0.996
40.482,0.304,0.931,-0.180,0.996
40.492,0.304,0.931,-0.178,0.996
40.502,0.301,0.934,-0.177,0.998
40.512,0.300,0.934,-0.177,0.997
40.522,0.297,0.935,-0.177,0.997
40.532,0.297,0.935,-0.178,0.997
40.542,0.303,0.932,-0.174,0.995
40.552,0.302,0.933,-0.175,0.996
40.562,0.300,0.935,-0.176,0.998
40.572,0.304,0.933,-0.168,0.996
40.582,0.302,0.933,-0.167,0.995
40.592,0.303,0.933,-0.165,0.995
40.602,0.305,0.936,-0.161,0.997
40.612,0.306,0.940,-0.157,1.001
40.622,0.297,0.934,-0.167,0.994
40.632,0.303,0.934,-0.163,0.995
40.642,0.316,0.923,-0.147,0.986
40.652,0.292,0.946,-0.147,1.001
40.662,0.301,0.938,-0.134,0.995
40.672,0.303,0.936,-0.132,0.993
40.682,0.297,0.943,-0.130,0.997
40.692,0.304,0.940,-0.134,0.997
40.702,0.300,0.939,-0.131,0.994
40.712,0.298,0.939,-0.119,0.992
40.722,0.303,0.954,-0.133,1.010
40.732,0.305,0.947,-0.139,1.004
40.742,0.301,0.944,-0.123,0.998
40.752,0.300,0.944,-0.115,0.998
40.762,0.301,0.944,-0.115,0.998
40.772,0.300,0.941,-0.109,0.994
40.782,0.294,0.950,-0.099,0.999
40.792,0.291,0.948,-0.090,0.996
40.802,0.284,0.957,-0.083,1.002
40.812,0.284,0.957,-0.083,1.002
40.823,0.301,0.937,-0.077,0.987
40.832,0.295,0.947,-0.069,0.994
40.842,0.305,0.947,-0.069,0.997
40.852,0.302,0.941,-0.065,0.991
40.862,0.304,0.945,-0.059,0.995
40.872,0.312,0.944,-0.052,0.996
40.882,0.306,0.947,-0.043,0.996
40.892,0.313,0.938,-0.038,0.990
40.902,0.313,0.939,-0.035,0.990
40.912,0.308,0.948,-0.037,0.998
40.922,0.317,0.935,-0.018,0.987
40.932,0.315,0.935,-0.013,0.986
40.942,0.313,0.938,-0.008,0.989
40.952,0.310,0.941,-0.019,0.991
40.962,0.316,0.942,-0.007,0.993
40.973,0.316,0.940,-0.004,0.992
40.982,0.317,0.938,0.009,0.990
40.992,0.316,0.934,0.019,0.986
41.003,0.316,0.941,-0.011,0.992
41.012,0.310,0.944,-0.033,0.994
41.022,0.312,0.945,-0.018,0.996
41.032,0.317,0.944,-0.013,0.996
41.042,0.318,0.945,-0.021,0.997
41.052,0.316,0.943,-0.019,0.995
41.062,0.315,0.942,-0.019,0.994
41.072,0.316,0.945,-0.026,0.997
41.082,0.315,0.945,-0.026,0.996
41.092,0.314,0.944,-0.023,0.995
41.102,0.313,0.943,-0.024,0.994
41.112,0.313,0.944,-0.020,0.995
41.123,0.311,0.944,-0.022,0.995
41.132,0.311,0.945,-0.023,0.995
41.142,0.310,0.944,-0.023,0.994
41.153,0.310,0.943,-0.024,0.993
41.162,0.310,0.942,-0.024,0.992
41.173,0.310,0.943,-0.027,0.993
41.183,0.311,0.944,-0.028,0.994
41.192,0.312,0.945,-0.030,0.996
41.203,0.313,0.946,-0.031,0.997
41.212,0.312,0.945,-0.032,0.995
41.223,0.311,0.943,-0.030,0.994
41.233,0.311,0.945,-0.031,0.995
41.242,0.311,0.944,-0.030,0.994
41.252,0.310,0.945,-0.030,0.995
41.262,0.311,0.944,-0.031,0.994
41.273,0.313,0.943,-0.030,0.994
41.283,0.313,0.943,-0.028,0.994
41.292,0.312,0.943,-0.027,0.994
41.303,0.311,0.944,-0.027,0.994
41.312,0.311,0.946,-0.029,0.996
41.323,0.313,0.946,-0.031,0.997
41.333,0.316,0.950,-0.032,1.002
41.342,0.317,0.949,-0.034,1.001
41.353,0.318,0.945,-0.037,0.997
41.362,0.315,0.943,-0.035,0.995
41.373,0.314,0.942,-0.034,0.993
41.383,0.311,0.943,-0.034,0.994
41.392,0.312,0.943,-0.033,0.994
41.403,0.314,0.944,-0.034,0.995
41.413,0.315,0.944,-0.036,0.996
41.423,0.315,0.944,-0.035,0.996
41.433,0.313,0.942,-0.036,0.993
41.443,0.311,0.943,-0.035,0.993
41.453,0.312,0.942,-0.036,0.993
41.463,0.312,0.938,-0.040,0.990
41.473,0.313,0.942,-0.039,0.993
41.483,0.315,0.945,-0.035,0.996
41.492,0.311,0.945,-0.031,0.995
41.503,0.318,0.947,-0.034,1.000
41.512,0.319,0.944,-0.035,0.998
41.522,0.317,0.940,-0.034,0.993
41.533,0.315,0.940,-0.034,0.992
41.542,0.313,0.941,-0.034,0.992
41.553,0.315,0.941,-0.031,0.993
41.563,0.317,0.945,-0.028,0.997
41.573,0.318,0.945,-0.027,0.997
41.583,0.315,0.946,-0.029,0.997
41.592,0.313,0.945,-0.029,0.996
41.603,0.314,0.944,-0.025,0.995
41.613,0.317,0.942,-0.022,0.994
41.623,0.315,0.942,-0.018,0.994
41.633,0.316,0.941,-0.016,0.993
41.643,0.319,0.941,-0.017,0.994
41.653,0.318,0.942,-0.018,0.994
41.663,0.322,0.943,-0.016,0.997
41.673,0.320,0.940,-0.014,0.994
41.683,0.317,0.935,-0.017,0.987
41.693,0.316,0.919,-0.021,0.972
41.703,0.315,0.928,-0.020,0.980
41.713,0.323,0.941,-0.021,0.995
41.723,0.327,0.945,-0.022,1.000
41.733,0.324,0.942,-0.026,0.997
41.742,0.318,0.907,-0.021,0.961
41.753,0.307,0.934,-0.038,0.984
41.763,0.309,0.928,-0.045,0.979
41.773,0.315,0.932,-0.039,0.984
41.783,0.315,0.929,-0.040,0.982
41.793,0.313,0.931,-0.041,0.983
41.803,0.319,0.936,-0.042,0.990
41.813,0.320,0.939,-0.048,0.993
41.823,0.318,0.946,-0.048,0.999
41.833,0.314,0.946,-0.045,0.998
41.843,0.309,0.946,-0.047,0.996
41.853,0.313,0.948,-0.052,0.999
41.863,0.316,0.943,-0.060,0.996
41.873,0.315,0.935,-0.067,0.989
41.883,0.325,0.939,-0.083,0.997
41.892,0.332,0.932,-0.090,0.994
41.903,0.341,0.933,-0.098,0.999
41.913,0.355,0.939,-0.106,1.009
41.923,0.365,0.945,-0.109,1.019
41.933,0.373,0.952,-0.105,1.028
41.942,0.369,0.953,-0.104,1.027
41.953,0.365,0.948,-0.101,1.020
41.963,0.355,0.939,-0.094,1.008
41.973,0.344,0.939,-0.090,1.004
41.983,0.340,0.945,-0.090,1.008
41.993,0.349,0.947,-0.091,1.014
42.003,0.356,0.954,-0.084,1.022
42.013,0.366,0.952,-0.087,1.024
42.023,0.377,0.945,-0.085,1.021
42.033,0.392,0.940,-0.081,1.021
42.043,0.372,0.943,-0.090,1.018
42.053,0.376,0.940,-0.092,1.016
42.063,0.408,0.937,-0.082,1.025
42.073,0.385,0.949,-0.081,1.027
42.083,0.380,0.941,-0.076,1.018
42.093,0.419,0.946,-0.062,1.037
42.103,0.346,0.970,-0.068,1.032
42.113,0.338,0.935,-0.046,0.995
42.123,0.360,0.921,-0.041,0.990
42.133,0.284,0.926,-0.066,0.971
42.143,0.298,0.906,-0.069,0.956
42.153,0.305,0.915,-0.058,0.967
42.163,0.288,0.922,-0.046,0.967
42.173,0.285,0.916,-0.046,0.961
42.183,0.289,0.917,-0.047,0.963
42.193,0.304,0.928,-0.054,0.978
42.203,0.316,0.936,-0.068,0.990
42.213,0.313,0.938,-0.069,0.991
42.223,0.306,0.941,-0.069,0.992
42.233,0.306,0.933,-0.067,0.985
42.243,0.345,0.945,-0.055,1.007
42.253,0.265,0.935,-0.083,0.975
42.263,0.317,0.935,-0.061,0.989
42.273,0.316,0.947,-0.058,1.000
42.283,0.308,0.944,-0.058,0.995
42.293,0.312,0.939,-0.058,0.991
42.303,0.339,0.936,-0.047,0.997
42.313,0.280,0.936,-0.078,0.980
42.323,0.303,0.925,-0.073,0.976
